ROI,X_position,Y_position,gene,gene_value,type,SegmentLabel,full_gene_name
Z | 6B | 004 | Full ROI,25384,18364,Mast cells,4.13146319802908e-05,Germinal center,Geometric,Mast cells
Z | 6B | 004 | Full ROI,25384,18364,Naïve B cells,0.333197887678139,Germinal center,Geometric,Naïve B cells
Z | 6B | 004 | Full ROI,25384,18364,Memory B cells,0.394926971052016,Germinal center,Geometric,Memory B cells
Z | 6B | 004 | Full ROI,25384,18364,Plasma cells,0.0475104501013412,Germinal center,Geometric,Plasma cells
Z | 6B | 004 | Full ROI,25384,18364,Naïve CD4 T cells,0,Germinal center,Geometric,Naïve CD4 T cells
Z | 6B | 004 | Full ROI,25384,18364,Memory CD4 T cells,0.112120272580924,Germinal center,Geometric,Memory CD4 T cells
Z | 6B | 004 | Full ROI,25384,18364,Naïve CD8 T cells,0.000135322710144994,Germinal center,Geometric,Naïve CD8 T cells
Z | 6B | 004 | Full ROI,25384,18364,Memory CD8 T cells,0.0053729096847619,Germinal center,Geometric,Memory CD8 T cells
Z | 6B | 004 | Full ROI,25384,18364,Natural killer cells,0.000385332161163811,Germinal center,Geometric,Natural killer cells
Z | 6B | 004 | Full ROI,25384,18364,Plasmacytoid dendritic cells,0.00305184720768743,Germinal center,Geometric,Plasmacytoid dendritic cells
Z | 6B | 004 | Full ROI,25384,18364,Myeloid dendritic cells,0,Germinal center,Geometric,Myeloid dendritic cells
Z | 6B | 004 | Full ROI,25384,18364,Classical monocytes,0,Germinal center,Geometric,Classical monocytes
Z | 6B | 004 | Full ROI,25384,18364,"Non-classical, intermediate monocytes",0,Germinal center,Geometric,"Non-classical, intermediate monocytes"
Z | 6B | 004 | Full ROI,25384,18364,Neutrophils,0,Germinal center,Geometric,Neutrophils
Z | 6B | 004 | Full ROI,25384,18364,Regulatory T cells,0.040045199344584,Germinal center,Geometric,Regulatory T cells
Z | 6B | 004 | Full ROI,25384,18364,Endothelial cells,0.00847985503166755,Germinal center,Geometric,Endothelial cells
Z | 6B | 004 | Full ROI,25384,18364,Fibroblasts,0.00882389023363788,Germinal center,Geometric,Fibroblasts
a | 6B | 007 | Full ROI,9503,34845,Macrophages,0.0501271478037685,Germinal center,Geometric,Macrophages
a | 6B | 007 | Full ROI,9503,34845,Mast cells,0.000323965889407586,Germinal center,Geometric,Mast cells
a | 6B | 007 | Full ROI,9503,34845,Naïve B cells,0.353131225336,Germinal center,Geometric,Naïve B cells
a | 6B | 007 | Full ROI,9503,34845,Memory B cells,0.419112311877371,Germinal center,Geometric,Memory B cells
a | 6B | 007 | Full ROI,9503,34845,Plasma cells,0.0267813722230277,Germinal center,Geometric,Plasma cells
a | 6B | 007 | Full ROI,9503,34845,Naïve CD4 T cells,0.0049015287811617,Germinal center,Geometric,Naïve CD4 T cells
a | 6B | 007 | Full ROI,9503,34845,Memory CD4 T cells,0.0413219794073542,Germinal center,Geometric,Memory CD4 T cells
a | 6B | 007 | Full ROI,9503,34845,Naïve CD8 T cells,0,Germinal center,Geometric,Naïve CD8 T cells
a | 6B | 007 | Full ROI,9503,34845,Memory CD8 T cells,0.0181303677558505,Germinal center,Geometric,Memory CD8 T cells
a | 6B | 007 | Full ROI,9503,34845,Natural killer cells,0,Germinal center,Geometric,Natural killer cells
a | 6B | 007 | Full ROI,9503,34845,Plasmacytoid dendritic cells,0.00403719189107956,Germinal center,Geometric,Plasmacytoid dendritic cells
a | 6B | 007 | Full ROI,9503,34845,Myeloid dendritic cells,0,Germinal center,Geometric,Myeloid dendritic cells
a | 6B | 007 | Full ROI,9503,34845,Classical monocytes,0,Germinal center,Geometric,Classical monocytes
a | 6B | 007 | Full ROI,9503,34845,"Non-classical, intermediate monocytes",0,Germinal center,Geometric,"Non-classical, intermediate monocytes"
a | 6B | 007 | Full ROI,9503,34845,Neutrophils,0.000937075342263584,Germinal center,Geometric,Neutrophils
a | 6B | 007 | Full ROI,9503,34845,Regulatory T cells,0.057721963818783,Germinal center,Geometric,Regulatory T cells
a | 6B | 007 | Full ROI,9503,34845,Endothelial cells,0.0120841065040018,Germinal center,Geometric,Endothelial cells
a | 6B | 007 | Full ROI,9503,34845,Fibroblasts,0.0113897633699311,Germinal center,Geometric,Fibroblasts
b | 6B | 010 | Full ROI,9318,33128,Macrophages,0.0387306023589159,Germinal center,Geometric,Macrophages
b | 6B | 010 | Full ROI,9318,33128,Mast cells,0.000285039446412867,Germinal center,Geometric,Mast cells
b | 6B | 010 | Full ROI,9318,33128,Naïve B cells,0.232320516102241,Germinal center,Geometric,Naïve B cells
b | 6B | 010 | Full ROI,9318,33128,Memory B cells,0.53869794573925,Germinal center,Geometric,Memory B cells
b | 6B | 010 | Full ROI,9318,33128,Plasma cells,0.0307500301845747,Germinal center,Geometric,Plasma cells
b | 6B | 010 | Full ROI,9318,33128,Naïve CD4 T cells,0,Germinal center,Geometric,Naïve CD4 T cells
b | 6B | 010 | Full ROI,9318,33128,Memory CD4 T cells,0.0733019922687467,Germinal center,Geometric,Memory CD4 T cells
b | 6B | 010 | Full ROI,9318,33128,Naïve CD8 T cells,0,Germinal center,Geometric,Naïve CD8 T cells
b | 6B | 010 | Full ROI,9318,33128,Memory CD8 T cells,0.00890682974539412,Germinal center,Geometric,Memory CD8 T cells
b | 6B | 010 | Full ROI,9318,33128,Natural killer cells,0,Germinal center,Geometric,Natural killer cells
b | 6B | 010 | Full ROI,9318,33128,Plasmacytoid dendritic cells,0.00354923531555486,Germinal center,Geometric,Plasmacytoid dendritic cells
b | 6B | 010 | Full ROI,9318,33128,Myeloid dendritic cells,0,Germinal center,Geometric,Myeloid dendritic cells
b | 6B | 010 | Full ROI,9318,33128,Classical monocytes,0,Germinal center,Geometric,Classical monocytes
b | 6B | 010 | Full ROI,9318,33128,"Non-classical, intermediate monocytes",0,Germinal center,Geometric,"Non-classical, intermediate monocytes"
b | 6B | 010 | Full ROI,9318,33128,Neutrophils,0,Germinal center,Geometric,Neutrophils
b | 6B | 010 | Full ROI,9318,33128,Regulatory T cells,0.0502838769617444,Germinal center,Geometric,Regulatory T cells
b | 6B | 010 | Full ROI,9318,33128,Endothelial cells,0.0133403519845171,Germinal center,Geometric,Endothelial cells
b | 6B | 010 | Full ROI,9318,33128,Fibroblasts,0.00983357989264773,Germinal center,Geometric,Fibroblasts
c | 6B | 013 | Full ROI,21798,36418,Macrophages,0.0653231321982187,Germinal center,Geometric,Macrophages
c | 6B | 013 | Full ROI,21798,36418,Mast cells,0,Germinal center,Geometric,Mast cells
c | 6B | 013 | Full ROI,21798,36418,Naïve B cells,0.294939526176521,Germinal center,Geometric,Naïve B cells
c | 6B | 013 | Full ROI,21798,36418,Memory B cells,0.395211263500312,Germinal center,Geometric,Memory B cells
c | 6B | 013 | Full ROI,21798,36418,Plasma cells,0.0321899613030388,Germinal center,Geometric,Plasma cells
c | 6B | 013 | Full ROI,21798,36418,Naïve CD4 T cells,0,Germinal center,Geometric,Naïve CD4 T cells
c | 6B | 013 | Full ROI,21798,36418,Memory CD4 T cells,0.0623092063246529,Germinal center,Geometric,Memory CD4 T cells
c | 6B | 013 | Full ROI,21798,36418,Naïve CD8 T cells,0.00262988766535515,Germinal center,Geometric,Naïve CD8 T cells
c | 6B | 013 | Full ROI,21798,36418,Memory CD8 T cells,0.0227916479424599,Germinal center,Geometric,Memory CD8 T cells
c | 6B | 013 | Full ROI,21798,36418,Natural killer cells,0.00454364581844304,Germinal center,Geometric,Natural killer cells
c | 6B | 013 | Full ROI,21798,36418,Plasmacytoid dendritic cells,0.00183434160360829,Germinal center,Geometric,Plasmacytoid dendritic cells
c | 6B | 013 | Full ROI,21798,36418,Myeloid dendritic cells,0,Germinal center,Geometric,Myeloid dendritic cells
c | 6B | 013 | Full ROI,21798,36418,Classical monocytes,0,Germinal center,Geometric,Classical monocytes
c | 6B | 013 | Full ROI,21798,36418,"Non-classical, intermediate monocytes",0,Germinal center,Geometric,"Non-classical, intermediate monocytes"
c | 6B | 013 | Full ROI,21798,36418,Neutrophils,0,Germinal center,Geometric,Neutrophils
c | 6B | 013 | Full ROI,21798,36418,Regulatory T cells,0.0946422650087581,Germinal center,Geometric,Regulatory T cells
c | 6B | 013 | Full ROI,21798,36418,Endothelial cells,0.0112349469462252,Germinal center,Geometric,Endothelial cells
c | 6B | 013 | Full ROI,21798,36418,Fibroblasts,0.012350175512407,Germinal center,Geometric,Fibroblasts
d | 6B | 016 | Full ROI,25388,26749,Macrophages,0.04271999048533,Germinal center,Geometric,Macrophages
d | 6B | 016 | Full ROI,25388,26749,Mast cells,0.000252255482846464,Germinal center,Geometric,Mast cells
d | 6B | 016 | Full ROI,25388,26749,Naïve B cells,0.252074229271029,Germinal center,Geometric,Naïve B cells
d | 6B | 016 | Full ROI,25388,26749,Memory B cells,0.528690174643163,Germinal center,Geometric,Memory B cells
d | 6B | 016 | Full ROI,25388,26749,Plasma cells,0.0247115671206023,Germinal center,Geometric,Plasma cells
d | 6B | 016 | Full ROI,25388,26749,Naïve CD4 T cells,0.00847567385936276,Germinal center,Geometric,Naïve CD4 T cells
d | 6B | 016 | Full ROI,25388,26749,Memory CD4 T cells,0.0478804807968365,Germinal center,Geometric,Memory CD4 T cells
d | 6B | 016 | Full ROI,25388,26749,Naïve CD8 T cells,0,Germinal center,Geometric,Naïve CD8 T cells
d | 6B | 016 | Full ROI,25388,26749,Memory CD8 T cells,0.00673604559753099,Germinal center,Geometric,Memory CD8 T cells
d | 6B | 016 | Full ROI,25388,26749,Natural killer cells,0.00373080760151782,Germinal center,Geometric,Natural killer cells
d | 6B | 016 | Full ROI,25388,26749,Plasmacytoid dendritic cells,0.000946403002498559,Germinal center,Geometric,Plasmacytoid dendritic cells
d | 6B | 016 | Full ROI,25388,26749,Myeloid dendritic cells,0,Germinal center,Geometric,Myeloid dendritic cells
d | 6B | 016 | Full ROI,25388,26749,Classical monocytes,0,Germinal center,Geometric,Classical monocytes
d | 6B | 016 | Full ROI,25388,26749,"Non-classical, intermediate monocytes",0,Germinal center,Geometric,"Non-classical, intermediate monocytes"
d | 6B | 016 | Full ROI,25388,26749,Neutrophils,0,Germinal center,Geometric,Neutrophils
d | 6B | 016 | Full ROI,25388,26749,Regulatory T cells,0.0580878478208351,Germinal center,Geometric,Regulatory T cells
d | 6B | 016 | Full ROI,25388,26749,Endothelial cells,0.0139877443370789,Germinal center,Geometric,Endothelial cells
d | 6B | 016 | Full ROI,25388,26749,Fibroblasts,0.0117067799813686,Germinal center,Geometric,Fibroblasts
e | 6B | 019 | Full ROI,9260,15437,Macrophages,0.0259942837746171,Germinal center,Geometric,Macrophages
e | 6B | 019 | Full ROI,9260,15437,Mast cells,0.000165805240264729,Germinal center,Geometric,Mast cells
e | 6B | 019 | Full ROI,9260,15437,Naïve B cells,0.367262468569154,Germinal center,Geometric,Naïve B cells
e | 6B | 019 | Full ROI,9260,15437,Memory B cells,0.359904647626393,Germinal center,Geometric,Memory B cells
e | 6B | 019 | Full ROI,9260,15437,Plasma cells,0.0361085438680021,Germinal center,Geometric,Plasma cells
e | 6B | 019 | Full ROI,9260,15437,Naïve CD4 T cells,0,Germinal center,Geometric,Naïve CD4 T cells
e | 6B | 019 | Full ROI,9260,15437,Memory CD4 T cells,0.162029321419544,Germinal center,Geometric,Memory CD4 T cells
e | 6B | 019 | Full ROI,9260,15437,Naïve CD8 T cells,0.0108341404290489,Germinal center,Geometric,Naïve CD8 T cells
e | 6B | 019 | Full ROI,9260,15437,Memory CD8 T cells,0.0172465135202466,Germinal center,Geometric,Memory CD8 T cells
e | 6B | 019 | Full ROI,9260,15437,Natural killer cells,0,Germinal center,Geometric,Natural killer cells
e | 6B | 019 | Full ROI,9260,15437,Plasmacytoid dendritic cells,0,Germinal center,Geometric,Plasmacytoid dendritic cells
e | 6B | 019 | Full ROI,9260,15437,Myeloid dendritic cells,0,Germinal center,Geometric,Myeloid dendritic cells
e | 6B | 019 | Full ROI,9260,15437,Classical monocytes,0,Germinal center,Geometric,Classical monocytes
e | 6B | 019 | Full ROI,9260,15437,"Non-classical, intermediate monocytes",0.000931975898417702,Germinal center,Geometric,"Non-classical, intermediate monocytes"
e | 6B | 019 | Full ROI,9260,15437,Neutrophils,0,Germinal center,Geometric,Neutrophils
e | 6B | 019 | Full ROI,9260,15437,Regulatory T cells,0.00038902193178274,Germinal center,Geometric,Regulatory T cells
e | 6B | 019 | Full ROI,9260,15437,Endothelial cells,0.00856225467576659,Germinal center,Geometric,Endothelial cells
e | 6B | 019 | Full ROI,9260,15437,Fibroblasts,0.010571023046763,Germinal center,Geometric,Fibroblasts
f | 6B | 020 | Full ROI,6925,16105,Macrophages,0.0492928929692491,Germinal center,Geometric,Macrophages
f | 6B | 020 | Full ROI,6925,16105,Mast cells,0.000175699317316577,Germinal center,Geometric,Mast cells
f | 6B | 020 | Full ROI,6925,16105,Naïve B cells,0.260157894878015,Germinal center,Geometric,Naïve B cells
f | 6B | 020 | Full ROI,6925,16105,Memory B cells,0.444366434496281,Germinal center,Geometric,Memory B cells
f | 6B | 020 | Full ROI,6925,16105,Plasma cells,0.0457656084618433,Germinal center,Geometric,Plasma cells
f | 6B | 020 | Full ROI,6925,16105,Naïve CD4 T cells,0.0108766492080145,Germinal center,Geometric,Naïve CD4 T cells
f | 6B | 020 | Full ROI,6925,16105,Memory CD4 T cells,0.0691412524404104,Germinal center,Geometric,Memory CD4 T cells
f | 6B | 020 | Full ROI,6925,16105,Naïve CD8 T cells,0,Germinal center,Geometric,Naïve CD8 T cells
f | 6B | 020 | Full ROI,6925,16105,Memory CD8 T cells,0.0185976423475209,Germinal center,Geometric,Memory CD8 T cells
f | 6B | 020 | Full ROI,6925,16105,Natural killer cells,0.00847962822178925,Germinal center,Geometric,Natural killer cells
f | 6B | 020 | Full ROI,6925,16105,Plasmacytoid dendritic cells,0.00680902097454048,Germinal center,Geometric,Plasmacytoid dendritic cells
f | 6B | 020 | Full ROI,6925,16105,Myeloid dendritic cells,0.000109199060640077,Germinal center,Geometric,Myeloid dendritic cells
f | 6B | 020 | Full ROI,6925,16105,Classical monocytes,0,Germinal center,Geometric,Classical monocytes
f | 6B | 020 | Full ROI,6925,16105,"Non-classical, intermediate monocytes",0,Germinal center,Geometric,"Non-classical, intermediate monocytes"
f | 6B | 020 | Full ROI,6925,16105,Neutrophils,0.00214447217150097,Germinal center,Geometric,Neutrophils
f | 6B | 020 | Full ROI,6925,16105,Regulatory T cells,0.0465918326257743,Germinal center,Geometric,Regulatory T cells
f | 6B | 020 | Full ROI,6925,16105,Endothelial cells,0.0236844129041322,Germinal center,Geometric,Endothelial cells
f | 6B | 020 | Full ROI,6925,16105,Fibroblasts,0.0138073599229724,Germinal center,Geometric,Fibroblasts
g | 6B | 021 | Full ROI,11177,16145,Macrophages,0.0364757017611729,Germinal center,Geometric,Macrophages
g | 6B | 021 | Full ROI,11177,16145,Mast cells,0.000125058219448944,Germinal center,Geometric,Mast cells
g | 6B | 021 | Full ROI,11177,16145,Naïve B cells,0.36948404679333,Germinal center,Geometric,Naïve B cells
g | 6B | 021 | Full ROI,11177,16145,Memory B cells,0.388522242896911,Germinal center,Geometric,Memory B cells
g | 6B | 021 | Full ROI,11177,16145,Plasma cells,0.0287265777381111,Germinal center,Geometric,Plasma cells
g | 6B | 021 | Full ROI,11177,16145,Naïve CD4 T cells,0.0554991771121913,Germinal center,Geometric,Naïve CD4 T cells
g | 6B | 021 | Full ROI,11177,16145,Memory CD4 T cells,0.0333868970105737,Germinal center,Geometric,Memory CD4 T cells
g | 6B | 021 | Full ROI,11177,16145,Naïve CD8 T cells,0,Germinal center,Geometric,Naïve CD8 T cells
g | 6B | 021 | Full ROI,11177,16145,Memory CD8 T cells,0.000269897454906303,Germinal center,Geometric,Memory CD8 T cells
g | 6B | 021 | Full ROI,11177,16145,Natural killer cells,0.00495692684245592,Germinal center,Geometric,Natural killer cells
g | 6B | 021 | Full ROI,11177,16145,Plasmacytoid dendritic cells,0.00168562899750387,Germinal center,Geometric,Plasmacytoid dendritic cells
g | 6B | 021 | Full ROI,11177,16145,Myeloid dendritic cells,0,Germinal center,Geometric,Myeloid dendritic cells
g | 6B | 021 | Full ROI,11177,16145,Classical monocytes,0,Germinal center,Geometric,Classical monocytes
g | 6B | 021 | Full ROI,11177,16145,"Non-classical, intermediate monocytes",0,Germinal center,Geometric,"Non-classical, intermediate monocytes"
g | 6B | 021 | Full ROI,11177,16145,Neutrophils,0,Germinal center,Geometric,Neutrophils
g | 6B | 021 | Full ROI,11177,16145,Regulatory T cells,0.0626436368865858,Germinal center,Geometric,Regulatory T cells
g | 6B | 021 | Full ROI,11177,16145,Endothelial cells,0.00971070215202064,Germinal center,Geometric,Endothelial cells
g | 6B | 021 | Full ROI,11177,16145,Fibroblasts,0.00851350613478887,Germinal center,Geometric,Fibroblasts
h | 6B | 022 | Full ROI,7333,20899,Macrophages,0.039681675207783,Germinal center,Geometric,Macrophages
h | 6B | 022 | Full ROI,7333,20899,Mast cells,0.000465452549375152,Germinal center,Geometric,Mast cells
h | 6B | 022 | Full ROI,7333,20899,Naïve B cells,0.468184744412714,Germinal center,Geometric,Naïve B cells
h | 6B | 022 | Full ROI,7333,20899,Memory B cells,0.287334057041089,Germinal center,Geometric,Memory B cells
h | 6B | 022 | Full ROI,7333,20899,Plasma cells,0.0293000401653239,Germinal center,Geometric,Plasma cells
h | 6B | 022 | Full ROI,7333,20899,Naïve CD4 T cells,0,Germinal center,Geometric,Naïve CD4 T cells
h | 6B | 022 | Full ROI,7333,20899,Memory CD4 T cells,0.064296298554929,Germinal center,Geometric,Memory CD4 T cells
h | 6B | 022 | Full ROI,7333,20899,Naïve CD8 T cells,0.00648691621776243,Germinal center,Geometric,Naïve CD8 T cells
h | 6B | 022 | Full ROI,7333,20899,Memory CD8 T cells,0.00541466301218502,Germinal center,Geometric,Memory CD8 T cells
h | 6B | 022 | Full ROI,7333,20899,Natural killer cells,0,Germinal center,Geometric,Natural killer cells
h | 6B | 022 | Full ROI,7333,20899,Plasmacytoid dendritic cells,0.00318146845201626,Germinal center,Geometric,Plasmacytoid dendritic cells
h | 6B | 022 | Full ROI,7333,20899,Myeloid dendritic cells,0,Germinal center,Geometric,Myeloid dendritic cells
h | 6B | 022 | Full ROI,7333,20899,Classical monocytes,0,Germinal center,Geometric,Classical monocytes
h | 6B | 022 | Full ROI,7333,20899,"Non-classical, intermediate monocytes",0,Germinal center,Geometric,"Non-classical, intermediate monocytes"
h | 6B | 022 | Full ROI,7333,20899,Neutrophils,0.00145990418267083,Germinal center,Geometric,Neutrophils
h | 6B | 022 | Full ROI,7333,20899,Regulatory T cells,0.079449110989705,Germinal center,Geometric,Regulatory T cells
h | 6B | 022 | Full ROI,7333,20899,Endothelial cells,0.00687487129845542,Germinal center,Geometric,Endothelial cells
h | 6B | 022 | Full ROI,7333,20899,Fibroblasts,0.00787079791599166,Germinal center,Geometric,Fibroblasts
i | 6B | 023 | Full ROI,12921,26841,Macrophages,0.026099725948924,Germinal center,Geometric,Macrophages
i | 6B | 023 | Full ROI,12921,26841,Mast cells,0.000872777194487324,Germinal center,Geometric,Mast cells
i | 6B | 023 | Full ROI,12921,26841,Naïve B cells,0.415573130541755,Germinal center,Geometric,Naïve B cells
i | 6B | 023 | Full ROI,12921,26841,Memory B cells,0.295221988608714,Germinal center,Geometric,Memory B cells
i | 6B | 023 | Full ROI,12921,26841,Plasma cells,0.0191884794518736,Germinal center,Geometric,Plasma cells
i | 6B | 023 | Full ROI,12921,26841,Naïve CD4 T cells,0,Germinal center,Geometric,Naïve CD4 T cells
i | 6B | 023 | Full ROI,12921,26841,Memory CD4 T cells,0.0578051935293459,Germinal center,Geometric,Memory CD4 T cells
i | 6B | 023 | Full ROI,12921,26841,Naïve CD8 T cells,0,Germinal center,Geometric,Naïve CD8 T cells
i | 6B | 023 | Full ROI,12921,26841,Memory CD8 T cells,0.0153990922205829,Germinal center,Geometric,Memory CD8 T cells
i | 6B | 023 | Full ROI,12921,26841,Natural killer cells,0.00689359065985814,Germinal center,Geometric,Natural killer cells
i | 6B | 023 | Full ROI,12921,26841,Plasmacytoid dendritic cells,0,Germinal center,Geometric,Plasmacytoid dendritic cells
i | 6B | 023 | Full ROI,12921,26841,Myeloid dendritic cells,0.00171882066086624,Germinal center,Geometric,Myeloid dendritic cells
i | 6B | 023 | Full ROI,12921,26841,Classical monocytes,0,Germinal center,Geometric,Classical monocytes
i | 6B | 023 | Full ROI,12921,26841,"Non-classical, intermediate monocytes",0,Germinal center,Geometric,"Non-classical, intermediate monocytes"
i | 6B | 023 | Full ROI,12921,26841,Neutrophils,0,Germinal center,Geometric,Neutrophils
i | 6B | 023 | Full ROI,12921,26841,Regulatory T cells,0.14415647923347,Germinal center,Geometric,Regulatory T cells
i | 6B | 023 | Full ROI,12921,26841,Endothelial cells,0.00629212671194112,Germinal center,Geometric,Endothelial cells
i | 6B | 023 | Full ROI,12921,26841,Fibroblasts,0.0107785952381821,Germinal center,Geometric,Fibroblasts
j | 6B | 024 | Full ROI,20423,22880,Macrophages,0.0321218954739521,Germinal center,Geometric,Macrophages
j | 6B | 024 | Full ROI,20423,22880,Mast cells,0.000807146363180096,Germinal center,Geometric,Mast cells
j | 6B | 024 | Full ROI,20423,22880,Naïve B cells,0.321837936125474,Germinal center,Geometric,Naïve B cells
j | 6B | 024 | Full ROI,20423,22880,Memory B cells,0.396438351513172,Germinal center,Geometric,Memory B cells
j | 6B | 024 | Full ROI,20423,22880,Plasma cells,0.0294767165035503,Germinal center,Geometric,Plasma cells
j | 6B | 024 | Full ROI,20423,22880,Naïve CD4 T cells,0.0379135218234219,Germinal center,Geometric,Naïve CD4 T cells
j | 6B | 024 | Full ROI,20423,22880,Memory CD4 T cells,0.0395439538478989,Germinal center,Geometric,Memory CD4 T cells
j | 6B | 024 | Full ROI,20423,22880,Naïve CD8 T cells,0,Germinal center,Geometric,Naïve CD8 T cells
j | 6B | 024 | Full ROI,20423,22880,Memory CD8 T cells,0.00824030132876274,Germinal center,Geometric,Memory CD8 T cells
j | 6B | 024 | Full ROI,20423,22880,Natural killer cells,0.0021761363324564,Germinal center,Geometric,Natural killer cells
j | 6B | 024 | Full ROI,20423,22880,Plasmacytoid dendritic cells,0.00592325938433115,Germinal center,Geometric,Plasmacytoid dendritic cells
j | 6B | 024 | Full ROI,20423,22880,Myeloid dendritic cells,0,Germinal center,Geometric,Myeloid dendritic cells
j | 6B | 024 | Full ROI,20423,22880,Classical monocytes,0,Germinal center,Geometric,Classical monocytes
j | 6B | 024 | Full ROI,20423,22880,"Non-classical, intermediate monocytes",0,Germinal center,Geometric,"Non-classical, intermediate monocytes"
j | 6B | 024 | Full ROI,20423,22880,Neutrophils,0,Germinal center,Geometric,Neutrophils
j | 6B | 024 | Full ROI,20423,22880,Regulatory T cells,0.119630320981396,Germinal center,Geometric,Regulatory T cells
j | 6B | 024 | Full ROI,20423,22880,Endothelial cells,0.00126079325754326,Germinal center,Geometric,Endothelial cells
j | 6B | 024 | Full ROI,20423,22880,Fibroblasts,0.00462966706486052,Germinal center,Geometric,Fibroblasts
k | 6B | 025 | Full ROI,22106,13564,Macrophages,0.030533250403,Germinal center,Geometric,Macrophages
k | 6B | 025 | Full ROI,22106,13564,Mast cells,0.000600031260812637,Germinal center,Geometric,Mast cells
k | 6B | 025 | Full ROI,22106,13564,Naïve B cells,0.418746932642639,Germinal center,Geometric,Naïve B cells
k | 6B | 025 | Full ROI,22106,13564,Memory B cells,0.394538562417542,Germinal center,Geometric,Memory B cells
k | 6B | 025 | Full ROI,22106,13564,Plasma cells,0.0147934128683675,Germinal center,Geometric,Plasma cells
k | 6B | 025 | Full ROI,22106,13564,Naïve CD4 T cells,0.00295570222803693,Germinal center,Geometric,Naïve CD4 T cells
k | 6B | 025 | Full ROI,22106,13564,Memory CD4 T cells,0.0287836260124274,Germinal center,Geometric,Memory CD4 T cells
k | 6B | 025 | Full ROI,22106,13564,Naïve CD8 T cells,0,Germinal center,Geometric,Naïve CD8 T cells
k | 6B | 025 | Full ROI,22106,13564,Memory CD8 T cells,0.0113146679259318,Germinal center,Geometric,Memory CD8 T cells
k | 6B | 025 | Full ROI,22106,13564,Natural killer cells,0,Germinal center,Geometric,Natural killer cells
k | 6B | 025 | Full ROI,22106,13564,Plasmacytoid dendritic cells,0.00386896258567495,Germinal center,Geometric,Plasmacytoid dendritic cells
k | 6B | 025 | Full ROI,22106,13564,Myeloid dendritic cells,0,Germinal center,Geometric,Myeloid dendritic cells
k | 6B | 025 | Full ROI,22106,13564,Classical monocytes,0,Germinal center,Geometric,Classical monocytes
k | 6B | 025 | Full ROI,22106,13564,"Non-classical, intermediate monocytes",0,Germinal center,Geometric,"Non-classical, intermediate monocytes"
k | 6B | 025 | Full ROI,22106,13564,Neutrophils,0,Germinal center,Geometric,Neutrophils
k | 6B | 025 | Full ROI,22106,13564,Regulatory T cells,0.0872342063381893,Germinal center,Geometric,Regulatory T cells
k | 6B | 025 | Full ROI,22106,13564,Endothelial cells,0.000892642010179935,Germinal center,Geometric,Endothelial cells
k | 6B | 025 | Full ROI,22106,13564,Fibroblasts,0.00573800330719842,Germinal center,Geometric,Fibroblasts
l | 6B | 026 | Full ROI,27284,24303,Macrophages,0.0164982243958389,Germinal center,Geometric,Macrophages
l | 6B | 026 | Full ROI,27284,24303,Mast cells,0.000136503647314474,Germinal center,Geometric,Mast cells
l | 6B | 026 | Full ROI,27284,24303,Naïve B cells,0.401651095738627,Germinal center,Geometric,Naïve B cells
l | 6B | 026 | Full ROI,27284,24303,Memory B cells,0.355754063831207,Germinal center,Geometric,Memory B cells
l | 6B | 026 | Full ROI,27284,24303,Plasma cells,0.0295563697336408,Germinal center,Geometric,Plasma cells
l | 6B | 026 | Full ROI,27284,24303,Naïve CD4 T cells,0.0175726002633827,Germinal center,Geometric,Naïve CD4 T cells
l | 6B | 026 | Full ROI,27284,24303,Memory CD4 T cells,0.0533899744198723,Germinal center,Geometric,Memory CD4 T cells
l | 6B | 026 | Full ROI,27284,24303,Naïve CD8 T cells,0,Germinal center,Geometric,Naïve CD8 T cells
l | 6B | 026 | Full ROI,27284,24303,Memory CD8 T cells,0.000358470821667336,Germinal center,Geometric,Memory CD8 T cells
l | 6B | 026 | Full ROI,27284,24303,Natural killer cells,0,Germinal center,Geometric,Natural killer cells
l | 6B | 026 | Full ROI,27284,24303,Plasmacytoid dendritic cells,0.000755529079298451,Germinal center,Geometric,Plasmacytoid dendritic cells
l | 6B | 026 | Full ROI,27284,24303,Myeloid dendritic cells,0,Germinal center,Geometric,Myeloid dendritic cells
l | 6B | 026 | Full ROI,27284,24303,Classical monocytes,0,Germinal center,Geometric,Classical monocytes
l | 6B | 026 | Full ROI,27284,24303,"Non-classical, intermediate monocytes",0,Germinal center,Geometric,"Non-classical, intermediate monocytes"
l | 6B | 026 | Full ROI,27284,24303,Neutrophils,0,Germinal center,Geometric,Neutrophils
l | 6B | 026 | Full ROI,27284,24303,Regulatory T cells,0.115327262043324,Germinal center,Geometric,Regulatory T cells
l | 6B | 026 | Full ROI,27284,24303,Endothelial cells,0.00463255887640897,Germinal center,Geometric,Endothelial cells
l | 6B | 026 | Full ROI,27284,24303,Fibroblasts,0.00436734714941895,Germinal center,Geometric,Fibroblasts
m | 6B | 027 | Full ROI,21345,12134,Macrophages,0.0226619385036959,Germinal center,Geometric,Macrophages
m | 6B | 027 | Full ROI,21345,12134,Mast cells,0.000571357176137102,Germinal center,Geometric,Mast cells
m | 6B | 027 | Full ROI,21345,12134,Naïve B cells,0.262608031613894,Germinal center,Geometric,Naïve B cells
m | 6B | 027 | Full ROI,21345,12134,Memory B cells,0.567999448154411,Germinal center,Geometric,Memory B cells
